category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
Nomenclatura náutica,&lt;p&gt;¿Qué es el barbotén?&lt;/p&gt;,,,radio,1,,,,off,off,1,Un tambor firmemente unido al otro extremo del eje del molinete.::0::0::::::A::1::::;;La pieza que permite embragar y desembragar el eje del molinete.::0::0::::::A::2::::;;Una máquina eléctrica o hidráulica que se emplea para virar y arriar la cadena del ancla.::0::0::::::A::3::::;;Una corona con muescas donde se acoplan los eslabones de la cadena.::1::0::::::A::4::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1
Emergencias en la mar,"&lt;p&gt;Para evitar una varada involuntaria podemos tomar, entre otras, las siguientes medidas:&lt;/p&gt;",,,radio,1,,,,off,off,1,"Evitar navegar a vela y utilizar siempre el motor.::0::0::::::A::4981::::;;Reducir todo lo posible el calado del barco, llevando solo el combustible, agua dulce y provisiones estrictamente necesarias para el viaje que realicemos.::0::0::::::A::4982::::;;Navegar muy cerca de la costa para poder acceder a zonas de refugio siempre que haya mal tiempo.::0::0::::::A::4983::::;;Evitar en lo posible navegar con mala visibilidad y sin cartas.::1::0::::::A::4984::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1246
Emergencias en la mar,&lt;p&gt;La Guía Sanitaria a Bordo (guía médica):&lt;/p&gt;,,,radio,1,,,,off,off,1,La edita el Ministerio de Fomento y es distribuida por los clubes náuticos.::0::0::::::A::4985::::;;Se puede adquirir en cualquier centro de salud u hospital.::0::0::::::A::4986::::;;La edita el Instituto Social de la Marina y es gratuita.::1::0::::::A::4987::::;;La edita el Instituto Social de la Marina y se puede comprar sólo en centros del 15M.::0::0::::::A::4988::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1247
Meteorología,&lt;p&gt;¿Cúal de las siguientes afirmaciones es correcta?&lt;/p&gt;,,,radio,1,,,,off,off,1,Los vientos de tierra se llaman virazones.::0::0::::::A::4989::::;;Los vientos de mar se llaman terrales.::0::0::::::A::4990::::;;El viento terral sopla de tierra hacia el mar de noche.::1::0::::::A::4991::::;;La dirección del viento es hacia donde va el viento.::0::0::::::A::4992::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1248
Meteorología,&lt;p&gt;¿Cuál de las siguientes afirmaciones NO es correcta?&lt;/p&gt;,,,radio,1,,,,off,off,1,"La Agencia Estatal de Meteorología, proporciona la información meteorológica que será transmitida por las estaciones radiocosteras.::0::0::::::A::4993::::;;Las Autoridades Portuarias proporcionan a Sasemar la previsión meteorológica, que será transmitida por la estaciones radiocosteras.::1::0::::::A::4994::::;;Sasemar proporciona información meteorológica por los canales de trabajo.::0::0::::::A::4995::::;;El boletín meteorológico emitido por la Agencia Estatal de Meteorología para las zonas costeras incluye avisos, situación general y evolución, predicción y tendencia de los avisos para las siguientes 24 horas.::0::0::::::A::4996::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1249
Meteorología,&lt;p&gt;Si queremos medir la velocidad del viento en debemos utilizar:&lt;/p&gt;,,,radio,1,,,,off,off,1,La escala de Beaufort.::0::0::::::A::4997::::;;La escala de Douglas.::0::0::::::A::4998::::;;Un anemómetro.::1::0::::::A::4999::::;;Barómetro aneroide.::0::0::::::A::5000::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1250
Meteorología,&lt;p&gt;¿Cuál de las siguientes afirmaciones es correcta?&lt;/p&gt;,,,radio,1,,,,off,off,1,"El fetch se mide en nudos,::0::0::::::A::5001::::;;La altura de ola es mucho mayor, para un viento dado, con fetchs largos que con fetchs cortos.::1::0::::::A::5002::::;;La altura de ola es mucho mayor, para un viento dado, con fetchs cortos que con fetchs largos.::0::0::::::A::5003::::;;El fetch es el número de horas que ha soplado el viento en la misma dirección sobre el mar,::0::0::::::A::5004::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1251
Teoría de la navegación,&lt;p&gt;La conversión del rumbo NSOW a rumbo circular es:&lt;/p&gt;,,,radio,1,,,,off,off,1,310º.::1::0::::::A::5005::::;;230º.::0::0::::::A::5006::::;;180º.::0::0::::::A::5007::::;;130º.::0::0::::::A::5008::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1252
Teoría de la navegación,&lt;p&gt;¿Para qué utilizamos la corredera?&lt;/p&gt;,,,radio,1,,,,off,off,1,Para medir profundidad.::0::0::::::A::5009::::;;Para medir el tiempo.::0::0::::::A::5010::::;;Para medir un ángulo.::0::0::::::A::5011::::;;Para medir la distancia (o la velocidad) en una embarcación.::1::0::::::A::5012::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1253
Teoría de la navegación,&lt;p&gt;¿Qué es una Milla Náutica?&lt;/p&gt;,,,radio,1,,,,off,off,1,Es una prestigiosa regata internacional.::0::0::::::A::5013::::;;Es la unidad de longitud utilizada en la navegación cuyo valor en metros es 1.582 m.::0::0::::::A::5014::::;;Es la unidad de longitud utilizada en la navegación cuyo valor en metros es 1.852 m.::1::0::::::A::5015::::;;Es la unidad de longitud utilizada en la navegación cuyo valor en metros es 1.609 m.::0::0::::::A::5016::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1254
Teoría de la navegación,&lt;p&gt;¿Cómo se define el meridiano del lugar?&lt;/p&gt;,,,radio,1,,,,off,off,1,Es la línea que pasa perpendicular al Ecuador.::0::0::::::A::5017::::;;Es una línea paralela al ecuador que pasa por el observador.::0::0::::::A::5018::::;;Es el meridiano origen de las longitudes.::0::0::::::A::5019::::;;Es el círculo máximo que pasa por los polos y por la situación donde se encuentre el observador.::1::0::::::A::5020::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1255
Teoría de la navegación,&lt;p&gt;¿Cuál es la definición del desvio de aguja?&lt;/p&gt;,,,radio,1,,,,off,off,1,Ángulo que forma el norte verdadero con el norte magnético.::0::0::::::A::5021::::;;Ángulo formado entre el rumbo verdadero y el rumbo magnético.::0::0::::::A::5022::::;;Ángulo que forma el norte de aguja con el norte magnético.::1::0::::::A::5023::::;;Ángulo formado entre el rumbo verdadero y el rumbo de aguja.::0::0::::::A::5024::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1256
Carta de navegación,"&lt;p&gt;Hallándose una embarcación en la oposición del faro de Punta Paloma y el faro del puerto de Tánger, hallar la corrección total si la demora de aguja al faro de Punta Paloma es 016”.&lt;/p&gt;",,,radio,1,,,,off,off,1,4º (-).::1::0::::::A::5025::::;;3º (-).::0::0::::::A::5026::::;;4º (+).::0::0::::::A::5027::::;;3º (+).::0::0::::::A::5028::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1257
Carta de navegación,"&lt;p&gt;Hallar nuestra situación verdadera si nos encontramos en las proximidades de una marca cardinal Este y a una distancia de 2,6 millas del faro de Punta Carnero y a 3,2 millas del faro de Punta Europa.&lt;/p&gt;",,,radio,1,,,,off,off,1,"l=36º 06,6'N L=005º 24,2'W.::0::0::::::A::5029::::;;l=36º 07,2'N L=005º 24,5'W.::1::0::::::A::5030::::;;l=36º 07,6'N L=005º 25,2'W.::0::0::::::A::5031::::;;l=36º 06,8'N L=005º 25,3'W.::0::0::::::A::5032::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1258
Carta de navegación,"&lt;p&gt;A las HRB 1100 estamos situados a 6,9 millas al Norte verdadero de la roja del espigón del puerto Ceuta, damos R' a la roja del espigón del puerto de Algeciras. Si la velocidad=4 nudos, calcular nuestra situación de estima a las HRB 1312,&lt;/p&gt;",,,radio,1,,,,off,off,1,"l=36º 07,4'N L=005º   25'W.::0::0::::::A::5033::::;;l=36º 07,6'N L=005º 23,8'W.::0::0::::::A::5034::::;;l=36º 07,8'N L=005º 24,7'W.::1::0::::::A::5035::::;;l=36º   08'N L=005º 26,2'W.::0::0::::::A::5036::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1259
Carta de navegación,"&lt;p&gt;Siendo las HRB 1446 y estando situados a 3,5 millas del faro de Cabo Roche y a 7,2 millas del faro de Cabo Trafalgar, damos rumbo al faro del puerto de Tánger. Hallar la HRB de llegada y el Rº de aguja si la velocidad=12 nudos, el desvío de la aguja es de 22W y la declinación magnética es la indicada en la carta para el año en curso.&lt;/p&gt;",,,radio,1,,,,off,off,1,"Rºa= 150º HRB=1720.::0::0::::::A::5037::::;;Rºa= 149,5º HRB=1729.::1::0::::::A::5038::::;;Rºa= 151º HRB=1744.::0::0::::::A::5039::::;;Rºa= 148º HRB=1732.::0::0::::::A::5040::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1260
Nomenclatura náutica,&lt;p&gt;La sentina es:&lt;/p&gt;,,,radio,1,,,,off,off,1,"La parte que permite el acceso de la tripulación al interior del barco, situada por encima de la línea de flotación.::0::0::::::A::5041::::;;El fondo interior de una embarcación donde se acumulan las aguas que pueden entrar en la embarcación.::1::0::::::A::5042::::;;El canto superior del costado de una embarcación, tanto a babor como a estribor,::0::0::::::A::5043::::;;La regala de una embarcación.::0::0::::::A::5044::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1261
Nomenclatura náutica,"&lt;p&gt;De forma general, cuando una embarcación esté escorada a babor:&lt;/p&gt;",,,radio,1,,,,off,off,1,"Tendrá menor calado en su extremo de proa que cuando esté adrizada.::0::0::::::A::5045::::;;Tendrá asiento negativo y mayor puntal en babor.::0::0::::::A::5046::::;;Tendrá mayor francobordo en el costado de estribor que en el de babor.::1::0::::::A::5047::::;;Tendrá iguales sus dos calados, el de proa igual al de popa.::0::0::::::A::5048::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1262
Nomenclatura náutica,"&lt;p&gt;En general, si el asiento de un buque es positivo, podemos afirmar que:&lt;/p&gt;",,,radio,1,,,,off,off,1,El calado de popa es mayor que el de proa.::1::0::::::A::5049::::;;El francobordo en popa es mucho mayor que en la proa.::0::0::::::A::5050::::;;La semisuma del calado de proa y el de popa es mayor que el puntal en popa.::0::0::::::A::5051::::;;El calado de popa es menor que el de proa.::0::0::::::A::5052::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1263
Nomenclatura náutica,&lt;p&gt;¿Cuál de las siguientes afirmaciones es correcta?&lt;/p&gt;,,,radio,1,,,,off,off,1,La limera es el eje del timón.::0::0::::::A::5053::::;;La caña es el eje del timón.::0::0::::::A::5054::::;;La mecha es el eje del timón.::1::0::::::A::5055::::;;La rueda es el eje del timón.::0::0::::::A::5056::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1264
Elementos de amarre y fondeo,&lt;p&gt;¿Cuál de las siguientes afirmaciones es correcta?&lt;/p&gt;,,,radio,1,,,,off,off,1,"Se recomienda que el lugar de fondeo elegido tenga un fondo con pendiente pronunciada.::0::0::::::A::5057::::;;El radio del círculo de borneo depende de la longitud de cadena filada.::1::0::::::A::5058::::;;En el fondeo a la gira, en el momento de levar el ancla, se recomienda llevar una ligera arrancada atrás con objeto de limpiar el ancla de algas y/o fango.::0::0::::::A::5059::::;;Si se comprueba que nuestra embarcación garrea, es recomendable reducir la longitud de la línea de fondeo.::0::0::::::A::5060::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1265
Elementos de amarre y fondeo,&lt;p&gt;¿Qué es el chicote?&lt;/p&gt;,,,radio,1,,,,off,off,1,Es la parte más larga del cabo.::0::0::::::A::5061::::;;Es el lazo que se hace en el extremo del cabo y que sirve para encapillar el cabo a la bita.::0::0::::::A::5062::::;;Es la curvatura del cabo entre los extremos que lo sujetan.::0::0::::::A::5063::::;;Es el extremo libre del cabo.::1::0::::::A::5064::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1266
Seguridad,&lt;p&gt;Cuando el periodo natural de balance de la embarcación coincide con el periodo de la ola:&lt;/p&gt;,,,radio,1,,,,off,off,1,"Se da una situación de sincronismo longitudinal y con ella una disminución del riesgo de zozobrar,::0::0::::::A::5065::::;;Aumenta el riesgo de que la embarcación zozobre.::1::0::::::A::5066::::;;Se da una situación de sincronismo transversal y con ella una disminución del riesgo de zozobrar.::0::0::::::A::5067::::;;Se da una situación de sincronismo longitudinal y, si nos encontramos en aguas someras, un aumento del riesgo de zozobrar.::0::0::::::A::5068::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1267
Seguridad,"&lt;p&gt;Por lo general, ¿qué margen de tiempo aproximado tendremos para rescatar con éxito a una persona que caiga al mar, siendo la temperatura del agua 8ºC?&lt;/p&gt;",,,radio,1,,,,off,off,1,Menos de 1 hora.::0::0::::::A::5069::::;;Menos de 2 horas.::0::0::::::A::5070::::;;Menos de 3 horas.::1::0::::::A::5071::::;;Menos de 30 minutos.::0::0::::::A::5072::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1268
Seguridad,"&lt;p&gt;¿Qué puede indicarnos un aumento del nivel de aceite del cárter, así como un aspecto del mismo jabonosa, como mayonesa?&lt;/p&gt;",,,radio,1,,,,off,off,1,"Que el motor ha trabajado a elevadas revoluciones, incrementándose la temperatura del aceite, disminuyendo su densidad.::0::0::::::A::5073::::;;Que hay una fuga del agua de refrigeración.::1::0::::::A::5074::::;;Que estamos usando un aceite expansivo de gran calidad.::0::0::::::A::5075::::;;Que el motor ha trabajado a elevadas revoluciones, incrementándose la temperatura del aceite, aumentando su densidad.::0::0::::::A::5076::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1269
Seguridad,&lt;p&gt;Señale la respuesta incorrecta. El periodo de cabezada...&lt;/p&gt;,,,radio,1,,,,off,off,1,Es el periodo de oscilación natural de una embarcación en sentido longitudinal.::0::0::::::A::5077::::;;No se ve afectado por el estado de la mar.::1::0::::::A::5078::::;;Tiene un valor mucho menor que el periodo de balance.::0::0::::::A::5079::::;;Depende de cada embarcación.::0::0::::::A::5080::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1270
