category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
"Balizamiento","&lt;p&gt;&lt;strong&gt;¿Cuál es la marca de tope de la marca cardinal Oeste?&lt;/strong&gt;&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Dos conos con el vértice hacia arriba.::0::0::::::A::2325::::;;Dos conos con el vértice hacia abajo.::0::0::::::A::2326::::;;Dos conos superpuestos opuestos por sus vértices.::1::0::::::A::2327::::;;Dos conos superpuestos opuestos por sus bases.::0::0::::::A::2328::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","582"
"Balizamiento","&lt;p&gt;&lt;strong&gt;Marca lateral de Babor…&lt;/strong&gt;&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Boya cilíndrica de color rojo, con marca de tope cilindro rojo.::1::0::::::A::2321::::;;Boya de espeque de color verde, con marca de tope cono verde.::0::0::::::A::2322::::;;Boya cónica de color rojo, con marca de tope cono de color rojo.::0::0::::::A::2323::::;;Boya castillete de color rojo, con marca de tope cono rojo.::0::0::::::A::2324::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","581"
"Balizamiento","&lt;p&gt;El color amarillo en las boyas significa...&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marcas especiales::1::0::::::A::1674::::;;Marcas laterales::0::0::::::A::1675::::;;Marcas cardinales::0::0::::::A::1676::::;;Marcas de peligro aislado::0::0::::::A::1677::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","420"
"Balizamiento","&lt;p&gt;En una playa balizada, la marca (boya) verde que señaliza el canal de entrada, se tendrá que dejar por:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Babor entrando::0::0::::::A::1662::::;;Babor saliendo::1::0::::::A::1663::::;;Estribor saliendo::0::0::::::A::1664::::;;Ninguna de las respuestas anteriores es correcta::0::0::::::A::1665::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","417"
"Balizamiento","&lt;p&gt;Una marca de aguas navegables tiene como tope:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Dos bolas negras::0::0::::::A::1650::::;;Una bola roja::1::0::::::A::1651::::;;Un cono negro::0::0::::::A::1652::::;;Un aspa amarilla::0::0::::::A::1653::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","414"
"Balizamiento","&lt;p&gt;Una luz centelleante blanca en grupos de 3 destellos cada 5 segundos, pertenece a:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Una marca cardinal norte::0::0::::::A::1642::::;;Una marca cardinal este::1::0::::::A::1643::::;;Una marca cardinal sur::0::0::::::A::1644::::;;Una marca cardinal oeste::0::0::::::A::1645::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","412"
"Balizamiento","&lt;p&gt;Una marca que muestre colores amarillos y negros es:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Cardinal::1::0::::::A::1634::::;;Aguas navegables::0::0::::::A::1635::::;;Peligro aislado::0::0::::::A::1636::::;;Especial::0::0::::::A::1637::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","410"
"Balizamiento","&lt;p&gt;Boya de castillete de color amarillo con banda ancha horizontal negra, y cuya marca de tope son 2 conos negros superpuestos opuesto por sus vértices, indica…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Aguas navegables al Sur de la marca::0::0::::::A::1622::::;;Aguas navegables al Oeste de la marca::1::0::::::A::1623::::;;Aguas navegables al Este de la marca::0::0::::::A::1624::::;;Ninguna de las respuestas es correcta::0::0::::::A::1625::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","407"
"Balizamiento","&lt;p&gt;Marca lateral de babor…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Boya cilíndrica de color rojo, con marca de tope cilindro rojo::1::0::::::A::1614::::;;Boya de espeque de color verde, con marca de tope cono verde.::0::0::::::A::1615::::;;Boya cónica de color rojo, con marca de tope cono de color rojo::0::0::::::A::1616::::;;Boya castillete de color rojo, con marca de tope cono rojo::0::0::::::A::1617::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","405"
"Balizamiento","&lt;p&gt;Las boyas de marcas especiales se utilizan para indicar:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"La situación de granjas marinas::0::0::::::A::1606::::;;La situación de reservas marinas::0::0::::::A::1607::::;;Zonas de ejercicios militares::0::0::::::A::1608::::;;Todas las respuestas son correctas::1::0::::::A::1609::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","403"
"Balizamiento","&lt;p&gt;Boya esférica, con marca de tope esférica a franjas verticales rojas y blancas, es una marca…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"De peligro aislado::0::0::::::A::1598::::;;De aguas navegables::1::0::::::A::1599::::;;Especial::0::0::::::A::1600::::;;Latera::0::0::::::A::1601::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","401"
"Balizamiento","&lt;p&gt;Boya de color negro, con varias bandas horizontales rojas y con la marca de tope de 2 esferas negras superpuestas…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Indica un punto de recalada::0::0::::::A::1594::::;;Define los ejes de un canal::0::0::::::A::1595::::;;Indica un peligro aislado::1::0::::::A::1596::::;;No existe::0::0::::::A::1597::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","400"
"Balizamiento","&lt;p&gt;El color de una marca de peligro aislado es:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Verde con franjas horizontales rojas::0::0::::::A::1574::::;;Roja con bandas horizontales verdes::0::0::::::A::1575::::;;Negra con bandas horizontales verdes::0::0::::::A::1576::::;;Negra con bandas horizontales rojas::1::0::::::A::1577::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","395"
"Balizamiento","&lt;p&gt;Las marcas laterales de babor. ¿Qué forma pueden tener?&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Castillete::0::0::::::A::1566::::;;Espeque::0::0::::::A::1567::::;;Cilíndrica::0::0::::::A::1568::::;;Todas las respuestas anteriores son correctas::1::0::::::A::1569::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","393"
"Balizamiento","&lt;p&gt;Una marca de tope consistente en dos conos negros superpuestos con los vértices hacia abajo, se deberá pasar por el cuadrante:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Este::0::0::::::A::1558::::;;Oeste::0::0::::::A::1559::::;;Norte::0::0::::::A::1560::::;;Sur::1::0::::::A::1561::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","391"
"Balizamiento","&lt;p&gt;En una marca de peligro aislado el ritmo y el color de su luz es:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Dos destellos de color rojo::0::0::::::A::1542::::;;Grupo de dos destellos de color blanco::1::0::::::A::1543::::;;Grupo de dos destellos de color verde::0::0::::::A::1544::::;;Un destello de color blanco::0::0::::::A::1545::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","387"
"Balizamiento","&lt;p&gt;Una marca cónica de color verde con una franja roja, indica:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marca lateral de estribor::0::0::::::A::1534::::;;Marca lateral de babor::0::0::::::A::1535::::;;Canal principal a babor::1::0::::::A::1536::::;;Canal principal a estribor::0::0::::::A::1537::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","385"
"Balizamiento","&lt;p&gt;Para indicar peligros aislados de dimensiones limitadas enteramente rodeados de aguas navegables, se utilizan las…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marcas de peligro aislado::1::0::::::A::1526::::;;Marcas cardinales::0::0::::::A::1527::::;;Marcas especiales::0::0::::::A::1528::::;;Marcas de aguas navegables::0::0::::::A::1529::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","383"
"Balizamiento","&lt;p&gt;Para indicar los lados de babor y estribor de la derrota que debe seguirse en un canal, se utilizan…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marcas cardinales::0::0::::::A::1522::::;;Marcas de peligro aislado::0::0::::::A::1523::::;;Marcas laterales::1::0::::::A::1524::::;;Marcas especiales::0::0::::::A::1525::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","382"
"Balizamiento","&lt;p&gt;Para indicar una zona o una configuración particular, cuya naturaleza exacta está indicada en carta o publicaciones náuticas, se utilizan las…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marcas especiales::1::0::::::A::1510::::;;Marcas cardinales::0::0::::::A::1511::::;;Marcas de peligro aislado::0::0::::::A::1512::::;;Marcas de aguas navegables::0::0::::::A::1513::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","379"
"Balizamiento","&lt;p&gt;Para indicar que las aguas más profundas de la zona en que se encuentra colocada son las del cuadrante que da nombre a la marca, se utilizan…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marcas laterales::0::0::::::A::1502::::;;Marcas cardinales::1::0::::::A::1503::::;;Marcas de aguas navegables::0::0::::::A::1504::::;;Marcas de peligro aislado::0::0::::::A::1505::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","377"
"Balizamiento","&lt;p&gt;Una marca de color a franjas verticales rojas y blancas, con una esfera roja como marca de tope indica:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Peligro aislado::0::0::::::A::1494::::;;Zona de ejercicios militares::0::0::::::A::1495::::;;Aguas navegables::1::0::::::A::1496::::;;Ninguna es cierta::0::0::::::A::1497::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","375"
"Balizamiento","&lt;p&gt;Una marca de color a franjas verticales rojas y blancas, con una esfera roja como marca de tope indica:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Aguas navegables::1::0::::::A::1482::::;;Peligro aislado::0::0::::::A::1483::::;;Zona de ejercicios militares::0::0::::::A::1484::::;;Ninguna es cierta::0::0::::::A::1485::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","372"
"Balizamiento","&lt;p&gt;Para indicar los lados de babor y estribor de la derrota que debe seguirse en un canal, se utilizan las....&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marcas laterales::1::0::::::A::1478::::;;Marcas cardinales::0::0::::::A::1479::::;;Marcas de peligro aislado::0::0::::::A::1480::::;;Marcas especiales::0::0::::::A::1481::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","371"
"Balizamiento","&lt;p&gt;El ritmo de la luz de la marca de tope de una marca cardinal Oeste, es:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"9 centelleos muy rápidos seguidos de un período de oscuridad::1::0::::::A::1474::::;;6 centelleos muy rápidos seguidos de un período de oscuridad::0::0::::::A::1475::::;;3 centelleos muy rápidos seguidos de un período de oscuridad::0::0::::::A::1476::::;;Centelleo continuo muy rápido::0::0::::::A::1477::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","370"
"Balizamiento","&lt;p&gt;La marca de tope de una marca especial es:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Un aspa amarilla en forma de X::1::0::::::A::1470::::;;Un cono rojo::0::0::::::A::1471::::;;Una esfera verde::0::0::::::A::1472::::;;Una esfera roja::0::0::::::A::1473::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","369"
"Balizamiento","&lt;p&gt;Las marcas de tope que indican un peligro aislado son:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Dos conos superpuestos con los vértices hacia abajo::0::0::::::A::1462::::;;Dos conos superpuestos con los vértices hacia arriba::0::0::::::A::1463::::;;Un aspa amarilla::0::0::::::A::1464::::;;Dos esferas negras superpuestas::1::0::::::A::1465::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","367"
"Balizamiento","&lt;p&gt;Una marca esférica con franjas verticales rojas y blancas es:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Una marca lateral que indica canal principal a babor::0::0::::::A::1442::::;;Una marca cardinal Norte::0::0::::::A::1443::::;;Una marca de aguas navegables::1::0::::::A::1444::::;;Una marca especial::0::0::::::A::1445::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","362"
